DISTRICT,UNIT,YEAR,no.of.VEHICLES,ACCIDENT_classification,ACCIDENT_SPOT,AccidentLocation,AccidentSubLocation,HitAndRun,Severity,CollisionType,RoadCharacter,RoadType,SurfaceType,SurfaceCondition,Weather,LaneType,RoadMark
Bagalkot,Bagalkot Rural PS,2017,2,Road Accidents,Cross roads,Rural Areas,Near Petrol Pump,No,Grievous Injury,Not Applicable,Curve,State Highway,Bitumen(Tar),Dry,Fine,Others,Centre White Line
Bagalkot,Bagalkot Rural PS,2017,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Overturning,Curve,State Highway,Bitumen(Tar),Dry,Fine,NULL,Centre White Line
Bagalkot,Bagalkot Rural PS,2017,1,Not Applicable,Curves,Rural Areas,Open area,Yes,Grievous Injury,Not Applicable,Curve,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Simple Injury,Overturning,Curve,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Not Applicable,T Junction,Rural Areas,Residential area,No,Fatal,Hit pedestrian,Others,Residential Street,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Other,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Incline,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Not Applicable,Hump,State Highway,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Rail Road Accidents,Culvert,Rural Areas,Open area,Yes,Grievous Injury,Rear end,Not Applicable,One way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Skidding or Self accident,Curve and Incline,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Rail Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Simple Injury,Not Applicable,Slight Curve,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Not Applicable,Cross roads,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Bridge,Rural Areas,Narrow bridge or culverts,No,Not Applicable,Side swipe,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Rail Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Skidding or Self accident,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Curve,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Fatal,Not Applicable,Dip or trough,One way,Bitumen(Tar),Dry,Fine,SingleLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Skidding or Self accident,Not Applicable,Village Road,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Narrow road,Rural Areas,Open area,Yes,Grievous Injury,Side swipe,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Near School or College,Yes,Simple Injury,Others,Dip or trough,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Other,Rural Areas,Open area,Yes,Grievous Injury,Overturning,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre Broken Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Not Applicable,Rural Areas,Near Petrol Pump,Yes,Grievous Injury,Overturning,Hump,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Skidding or Self accident,Curve,One way,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Rail Road Accidents,Cross roads,Rural Areas,Open area,Yes,Fatal,Not Applicable,Hump,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Bridge,Rural Areas,Open area,Yes,Fatal,Overturning,Incline,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Near Bus stop,No,Grievous Injury,Not Applicable,Curve and Incline,Two way,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Other,Rural Areas,Near Petrol Pump,No,Simple Injury,Side swipe,Others,NH,Bitumen(Tar),Dry,Fine,SixLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Overturning,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre Yellow Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Curves,Rural Areas,Open area,No,Fatal,Not Applicable,Curve,One way,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Other,Rural Areas,Open area,Yes,Fatal,Not Applicable,Others,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Overturning,Hump,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Overturning,Incline,One way,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Rail Road Accidents,Bridge,Rural Areas,Open area,No,Fatal,Not Applicable,Not Applicable,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Simple Injury,Others,Hump,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Cross roads,Rural Areas,Open area,Yes,Fatal,Hit bicyclist,Curve and Incline,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Overturning,Curve,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Bridge,Rural Areas,Open area,No,Fatal,Side swipe,Hump,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Circle,Rural Areas,Near Petrol Pump,No,Grievous Injury,Overturning,Curve,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Other,Rural Areas,Open area,No,Fatal,Not Applicable,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,3,Road Accidents,Other,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Cross roads,Rural Areas,Narrow bridge or culverts,Yes,Grievous Injury,Skidding or Self accident,Slight Curve,Village Road,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Overturning,Curve,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Other,Rural Areas,Open area,No,Fatal,Hit pedestrian,Others,One way,Surfaced,Others,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Circle,Rural Areas,Near Bus stop,No,Grievous Injury,Others,Curve,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Other,Rural Areas,Open area,No,Grievous Injury,Overturning,Curve,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Near Bus stop,Not Applicable,Grievous Injury,Not Applicable,Curve,Two way,Bitumen(Tar),Dry,Fine,DualLane,Kerb Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Simple Injury,Others,Hump,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Other,Rural Areas,Open area,No,Grievous Injury,Others,Others,Two way,Bitumen(Tar),Dry,Fine,Others,Centre Yellow Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Other,Rural Areas,Open area,No,Not Applicable,Side swipe,Curve,One way,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Other,Rural Areas,Open area,Yes,Fatal,Others,Others,Others,Not Applicable,Others,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Run Off Road,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Simple Injury,Skidding or Self accident,Others,Village Road,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Others,Others,Others,Surfaced,Others,Snow,NULL,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Near School or College,No,Grievous Injury,Run Off Road,Hump,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Curves,Rural Areas,Open area,No,Damage Only,Side swipe,Hump,NH,Bitumen(Tar),Dry,Fine,SixLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Cross roads,Rural Areas,Near School or College,No,Fatal,Not Applicable,Not Applicable,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Kerb Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,One way,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Run Off Road,Slight Curve,Village Road,Bitumen(Tar),Dry,Fine,Others,Directional Marking
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Other,Rural Areas,Open area,No,Not Applicable,Skidding or Self accident,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Other,Rural Areas,Open area,Yes,Grievous Injury,Not Applicable,Curve,Village Road,Bitumen(Tar),Dry,Fine,Others,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Hump,One way,Bitumen(Tar),Dry,Fine,NULL,Directional Marking
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Other,Rural Areas,Open area,No,Fatal,Not Applicable,Others,Village Road,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Simple Injury,Others,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,Two way,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Curve and Incline,One way,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,Yes,Fatal,Run Off Road,Hump,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Rail Road Accidents,Other,Rural Areas,Open area,No,Fatal,Not Applicable,Incline,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Near Petrol Pump,No,Grievous Injury,Not Applicable,Curve,NH,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Overturning,Hump,Two way,Bitumen(Tar),Dry,Fine,Others,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Not Applicable,Culvert,Rural Areas,Open area,Yes,Grievous Injury,Not Applicable,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Not Applicable,Rural Areas,Near School or College,No,Grievous Injury,Side swipe,Others,Two way,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,T Junction,Rural Areas,Open area,No,Grievous Injury,Overturning,Curve,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre Yellow Line
Bagalkot,Bagalkot Rural PS,2018,1,Rail Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Others,Slight Curve,One way,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Culvert,Rural Areas,Open area,Not Applicable,Simple Injury,Skidding or Self accident,Others,One way,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Near School or College,No,Grievous Injury,Run Off Road,Hump,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre Yellow Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Run Off Road,Hump,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Other,Rural Areas,Open area,No,Simple Injury,Skidding or Self accident,Hump,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Rail Road Accidents,Other,Rural Areas,Open area,No,Fatal,Others,Others,NH,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,Other,Rural Areas,Near School or College,No,Grievous Injury,Not Applicable,Hump,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Overturning,Not Applicable,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2018,1,Road Accidents,T Junction,Rural Areas,Near Bus stop,Yes,Fatal,Others,Hump,Two way,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Overturning,Others,Two way,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Other,Rural Areas,Open area,No,Fatal,Skidding or Self accident,Incline,Village Road,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Grievous Injury,Hit bicyclist,Hump,NH,Bitumen(Tar),Dry,Fine,FourLane,Zebra Crossing
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Circle,Rural Areas,Near Petrol Pump,No,Fatal,Not Applicable,Not Applicable,NH,Gravel,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Others,Others,Village Road,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Near or inside a village,No,Fatal,Vehicle to Vehicle,Hump,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Bottleneck,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Incline,NH,Bitumen(Tar),Dry,Fine,FourLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Narrow road,Rural Areas,Near Petrol Pump,No,Grievous Injury,Not Applicable,Others,NH,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Cross roads,Rural Areas,Near Bus stop,Yes,Fatal,Overturning,Dip or trough,Two way,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Y Junction,Rural Areas,Open area,No,Fatal,Skidding or Self accident,Hump,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Other,Rural Areas,Open area,Yes,Fatal,Overturning,Hump,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Curve and Incline,Two way,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Narrow road,Rural Areas,Near Bus stop,Not Applicable,Not Applicable,Vehicle to Vehicle,Not Applicable,State Highway,Bitumen(Tar),Dry,Dust Storn,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Bridge,Rural Areas,Near or inside a village,No,Not Applicable,Others,Others,State Highway,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,T Junction,Rural Areas,Open area,No,Grievous Injury,Others,Curve,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Cross roads,Rural Areas,Open area,Yes,Fatal,Not Applicable,Curve and Incline,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Fatal,Hit bicyclist,Dip or trough,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Curve,State Highway,Gravel,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Other,Rural Areas,Near School or College,No,Grievous Injury,Overturning,Hump,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Curves,Rural Areas,Near Bus stop,No,Fatal,Vehicle to Vehicle,Incline,Two way,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Near Bus stop,No,Grievous Injury,Hit bicyclist,Curve and Incline,One way,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Cross roads,Rural Areas,Near Bus stop,Not Applicable,Grievous Injury,Not Applicable,Curve,State Highway,Not Applicable,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,NH,Not Applicable,Others,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Other,Rural Areas,Near a factory industrial area,No,Grievous Injury,Side swipe,Others,NH,Bitumen(Tar),Dry,Fine,FourLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Others,State Highway,Not Applicable,Dry,Not Applicable,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Near Petrol Pump,Not Applicable,Grievous Injury,Vehicle to Vehicle,Hump,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Hit pedal cyclist,Hump,Others,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Other,Rural Areas,Open area,No,Fatal,Overturning,Others,NH,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Other,Rural Areas,Open area,No,Grievous Injury,Others,Others,Two way,Bitumen(Tar),Dry,Fine,Others,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Right Turn Collision,Others,Service Road,Kutcha,Muddy,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Not Applicable,Narrow road,Rural Areas,Open area,No,Simple Injury,Others,Incline,NH,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Hit pedestrian,Curve,Two way,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Curves,Rural Areas,Near Petrol Pump,No,Fatal,Overturning,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre Yellow Line
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Hit bicyclist,Others,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Other,Rural Areas,Open area,No,Fatal,Others,Others,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Other,Rural Areas,Open area,No,Fatal,Side swipe,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Bottleneck,Rural Areas,Near Petrol Pump,No,Grievous Injury,Vehicle to Vehicle,Sharp Curve,Others,Bitumen(Tar),Dry,Very Cold,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Curve and Incline,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Not Applicable,NH,Metalled,Not Applicable,Fine,DualLane,Directional Marking
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,Service Road,Surfaced,Others,Fine,SingleLane,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Curves,Rural Areas,Open area,No,Fatal,Not Applicable,Dip or trough,State Highway,Gravel,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Narrow road,Rural Areas,Open area,Yes,Simple Injury,Vehicle to Vehicle,Others,Feeder Road,Bitumen(Tar),Dry,Very Hot,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Other,Rural Areas,Open area,No,Grievous Injury,Skidding or Self accident,Curve,Village Road,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Narrow road,Rural Areas,Residential area,No,Fatal,Hit pedestrian,Not Applicable,NH,Metalled,Not Applicable,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Other,Rural Areas,Open area,No,Grievous Injury,Overturning,Curve,State Highway,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Hit bicyclist,Hump,Others,Surfaced,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Simple Injury,Vehicle to Vehicle,Others,Service Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Culvert,Rural Areas,Open area,No,Grievous Injury,Run Off Road,Others,NH,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Skidding or Self accident,Others,Two way,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Not Applicable,NH,Surfaced,Not Applicable,Fine,DualLane,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Other,Rural Areas,Near Bus stop,Yes,Grievous Injury,Run Off Road,Others,Two way,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Road hump or Rumble strips,Rural Areas,At pedestrian Crossing,Not Applicable,Simple Injury,Vehicle to Vehicle,Sharp Curve,One way,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Others,Service Road,Surfaced,Others,Clear,NULL,NULL
Bagalkot,Bagalkot Rural PS,2019,1,Road Accidents,Cross roads,Rural Areas,Near Bus stop,Yes,Fatal,Hit bicyclist,Curve and Incline,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre Broken Line
Bagalkot,Bagalkot Rural PS,2019,2,Road Accidents,Circle,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Slight Curve,Feeder Road,Not Applicable,Flooded,Cloudy,NULL,NULL
